Name,Image_link,Price,Product_link
Elijah - The Belt,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_b948149d-1829-424b-8b0a-7e80164737dd_3024x.jpg?v=1691565154,"Rs. 1,749.00",https://kompanero.in/products/elijah-the-belt?variant=45326395539739
Tesha - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_0434ec25-d59f-487a-b9d6-8666c1ba557b_3024x.jpg?v=1692948327,"Rs. 3,518.00",https://kompanero.in/products/tesha-the-wallet?variant=45326253916443
Maya - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_d3c4a71e-cc76-4c19-9577-041167c27d90_3024x.jpg?v=1692947911,"Rs. 2,959.00",https://kompanero.in/products/maya-the-wallet?variant=46587207975195
Harmonia - The Women's Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/products/1_bf2c722d-e1a5-4fe5-aecb-30ccc9ae0c27_3024x.jpg?v=1693035106,"Rs. 3,679.00",https://kompanero.in/products/harmonia-the-womens-wallet?variant=45326088732955
Harmonia - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_b8a1d882-931c-45b8-a0fe-ef30f8611cc3_3024x.jpg?v=1693035333,"Rs. 3,998.00",https://kompanero.in/products/harmonia-the-wallet?variant=45326042464539
Cecilia - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_e9fbf5f6-43f4-4535-b704-e021c02375f4_3024x.jpg?v=1693044443,"Rs. 2,959.00",https://kompanero.in/products/cecilia-the-wallet?variant=45325953499419
Aalis - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_3e7a8db8-ba28-4701-9ac6-b77ec1bcf820_3024x.jpg?v=1691562585,"Rs. 2,959.00",https://kompanero.in/products/aalis-the-wallet?variant=45313905819931
Aase - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_50e86661-9675-4194-8e15-0253d914d6d0_3024x.jpg?v=1691562360,"Rs. 2,239.00",https://kompanero.in/products/aase-the-wallet?variant=45313896612123
Lucas - The Belt,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_4ff0aa94-6de1-4a46-a82d-b3d452a1c82a_3024x.jpg?v=1691565249,"Rs. 1,398.00",https://kompanero.in/products/lucas-the-belt?variant=45313822720283
Garrison - The Backpack,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_df6d2672-dcb8-4d7d-a8ad-3e86cdaf236e_3024x.jpg?v=1690607809,"Rs. 14,399.00",https://kompanero.in/products/garrison-the-backpack-1?variant=45313772323099
Harry - The Backpacker,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_12ed0cd5-1daa-49d2-bf55-b5906a573cd0_3024x.jpg?v=1692278211,"Rs. 7,799.00",https://kompanero.in/products/harry-the-backpacker?variant=45313763574043
Ellie - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_e45896d1-d30c-40f9-87b6-9f873634fcc6_3024x.jpg?v=1692253472,"Rs. 6,999.00",https://kompanero.in/products/ellie-the-handbag?variant=45313612742939
Evie - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/2_bf2e6b86-817c-417c-8628-5a939ce7cbce_3024x.jpg?v=1692366582,"Rs. 5,999.00",https://kompanero.in/products/b-7826?variant=45313560445211
Lara - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_29551705-73f4-4f30-ace2-39dd55a7ae7f_3024x.jpg?v=1692628752,"Rs. 11,199.00",https://kompanero.in/products/lara-the-handbag-1?variant=46469090312475
Elena - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_eea18ea5-7f69-455e-aaa0-adf71c225874_3024x.jpg?v=1693043256,"Rs. 2,078.00",https://kompanero.in/products/elena-the-wallet?variant=45312580223259
Alexis - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_cd62b8e9-4122-4b14-a9f9-5ed99cc9b5d9_3024x.jpg?v=1692947480,"Rs. 3,679.00",https://kompanero.in/products/alexis-the-wallet?variant=45312544112923
Ternet - The Backpack,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_0619b908-2e03-4028-af13-41d2e4f933ce_3024x.jpg?v=1692265155,"Rs. 10,798.00",https://kompanero.in/products/ternet-the-backpack?variant=45308832612635
Patrice - The Backpack,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_2255ceba-23b5-4619-9b3c-d5e2af1246b4_3024x.jpg?v=1692428693,"Rs. 9,599.00",https://kompanero.in/products/patrice-the-backpack?variant=46587213283611
Albert - The Backpacker,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_3e7cee3f-5b39-4949-a21e-4185f4ffc710_3024x.jpg?v=1690455784,"Rs. 8,699.00",https://kompanero.in/products/albert-the-backpacker?variant=45308793618715
Denis - The Portfolio Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_eecd6987-5e7f-4c40-937c-c126c4242596_3024x.jpg?v=1692340941,"Rs. 11,699.00",https://kompanero.in/products/denis-the-portfolio-bag?variant=46587213545755
Women's Black Leather Jacket,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_89858faa-1f3a-499e-aba8-a4461e862d71_3024x.jpg?v=1687333825,"Rs. 8,998.00",https://kompanero.in/products/womens-black-leather-jacket?variant=45304979259675
Aliana - The Womens Jacket,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_77253b3c-3c16-4566-947b-fe0340efaf18_3024x.jpg?v=1687333968,"Rs. 7,799.00",https://kompanero.in/products/aliana-the-womens-jacket?variant=45304966643995
Life - The Womens Blazer,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_01c46e3e-6bb0-4dab-9b1f-90ae5506aef2_3024x.jpg?v=1687334628,"Rs. 8,998.00",https://kompanero.in/products/life-the-womens-blazer?variant=45304960549147
Men's Leather Jacket,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_ea36be62-f6ee-4884-a16b-ae5b83001a16_3024x.jpg?v=1687331359,"Rs. 10,798.00",https://kompanero.in/products/mens-leather-jacket?variant=45304946098459
Bomber - The Mens Jacket,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_e56736e6-8647-4080-b4fb-dcbb9d47fce7_3024x.jpg?v=1687334807,"Rs. 9,599.00",https://kompanero.in/products/bomber-the-mens-jacket?variant=45304933253403
Men's Brown Leather Jacket,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_2be7ff00-8d23-4035-b057-704e27541775_3024x.jpg?v=1687332070,"Rs. 10,798.00",https://kompanero.in/products/mens-brown-color-leather-jacket?variant=45291310219547
Bryony - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_e7304429-0f3e-459f-b3bf-b455c0414c24_3024x.jpg?v=1692783927,"Rs. 2,719.00",https://kompanero.in/products/bryony-the-wallet?variant=45291227906331
Amelie - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/4_46003091-7092-424a-ab05-f957f46662c8_3024x.jpg?v=1693044566,"Rs. 2,397.00",https://kompanero.in/products/amelie-the-wallet?variant=45291185930523
Reuben - The Backpacker,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_3812643b-c820-4093-a298-f219d585b3df_3024x.jpg?v=1692277666,"Rs. 8,499.00",https://kompanero.in/products/reuben-the-backpacker?variant=45291120165147
Clara - The Pen case,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_5545194e-c22d-47cf-9794-e3f39bceb64f_3024x.jpg?v=1693042613,Rs. 909.00,https://kompanero.in/products/clara-the-pen-case?variant=45291090739483
Ella - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/2_51c0fd9a-9270-42c9-a7a2-ccf90431923c_3024x.jpg?v=1693027358,"Rs. 2,637.00",https://kompanero.in/products/ella-the-wallet?variant=45281222525211
Phoebe - The Key Case,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_7b75aef6-0196-4ae6-b9a7-498611a2e912_3024x.jpg?v=1693028124,Rs. 909.00,https://kompanero.in/products/phoebe-the-key-case?variant=46587220656411
Kim - The Sling,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/2_fdc6e468-2beb-4451-b97b-295cd5a47009_3024x.jpg?v=1692365831,"Rs. 4,798.00",https://kompanero.in/products/kim-the-sling?variant=45273832915227
Fika - The Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_723a3cc4-d720-4301-9182-f65f449fd62e_3024x.jpg?v=1692601615,"Rs. 4,498.00",https://kompanero.in/products/fika-the-sling-bag?variant=45273793233179
Ozzy - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_4b1c811d-10a0-4c8f-90ef-8b3b11cbe513_3024x.jpg?v=1692783497,"Rs. 3,597.00",https://kompanero.in/products/ozzy-the-wallet?variant=45273675497755
Willa - The Belt,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_f882706e-4f77-43b1-81c5-712fcd76738c_3024x.jpg?v=1691564963,"Rs. 1,499.00",https://kompanero.in/products/willa-the-belt?variant=45273109299483
Clarissa - The Sling,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_5b0a0b48-d1c8-487b-b246-474ceac27018_3024x.jpg?v=1692277449,"Rs. 2,998.00",https://kompanero.in/products/clarissa-the-sling?variant=45234546180379
Brielle - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_c3813dbe-a47a-4b3d-936d-3bd76797ba64_3024x.jpg?v=1691738121,"Rs. 5,398.00",https://kompanero.in/products/brielle-the-handbag?variant=45234508890395
Rachel - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/2_0dad9d18-1fd3-4e07-85f1-e14d339eeee9_3024x.jpg?v=1692259547,"Rs. 4,798.00",https://kompanero.in/products/rachel-the-handbag?variant=45204622147867
Herringbone - The Shoulder Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_6ecdc8a8-7b33-4314-8180-5aaa5478583c_3024x.jpg?v=1692349515,"Rs. 4,999.00",https://kompanero.in/products/herringbone-the-shoulder-bag?variant=45204218151195
Ryan - The Card Holder,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/3_3fe14f4e-23f9-418f-af89-4cc29dee25a1_3024x.jpg?v=1693042682,"Rs. 1,329.00",https://kompanero.in/products/ryan-the-card-holder?variant=45204192493851
Cleopatra - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_11b77b4f-11f3-429d-b3d4-cbb3f37680d6_3024x.jpg?v=1692792998,"Rs. 2,239.00",https://kompanero.in/products/cleopatra-the-wallet?variant=45204019413275
Harriet - The Toiletry Case,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_cf8f50f4-63f7-451c-9c07-015938973875_3024x.jpg?v=1692873523,"Rs. 1,329.00",https://kompanero.in/products/harriet-the-toiletry-case?variant=45203957940507
Eleni - The Belt,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_dc0b6c0c-60b3-409b-aaa8-012ef1b70bde_3024x.jpg?v=1691563875,Rs. 838.00,https://kompanero.in/products/eleni-the-belt?variant=45203905839387
William - The Keycase,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_47c7a993-ca5f-47fc-81ae-6dc47ad97ec9_3024x.jpg?v=1692873632,Rs. 978.00,https://kompanero.in/products/william-the-keycase?variant=45203896074523
Fika - The Hand Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_03cde887-836e-4813-9ff0-6ccc023a4444_3024x.jpg?v=1692434150,"Rs. 7,999.00",https://kompanero.in/products/fika-the-hand-bag?variant=45203885228315
Cooper - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_e9e0db9c-dcc4-40da-9074-10ee092f47db_3024x.jpg?v=1691737357,"Rs. 7,799.00",https://kompanero.in/products/cooper-the-handbag?variant=45203862323483
Rover - The mini crossbody bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_58a8385f-745b-4a9f-aeda-2cd5fa3a20c7_3024x.jpg?v=1691738956,"Rs. 4,199.00",https://kompanero.in/products/rover-the-mini-crossbody-bag?variant=45199687254299
Mya - The Belt,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_6ac597f4-2410-4c92-b5c1-d101fffdf5f6_3024x.jpg?v=1691563991,"Rs. 1,139.00",https://kompanero.in/products/mya-the-belt?variant=45199591047451
Jacob - The Duffle Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_e31d94b4-262e-46ac-8f04-d22121a1dd53_3024x.jpg?v=1692255401,"Rs. 9,999.00",https://kompanero.in/products/jacob-the-duffle-bag?variant=45199578202395
Herringbone - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_9ad91fa5-751c-4a85-a5c9-4bf87d012dad_3024x.jpg?v=1692348934,"Rs. 8,299.00",https://kompanero.in/products/herringbone-the-handbag?variant=45199279292699
Fika - The Shoulder Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_c3f42fcd-afcf-4637-a905-19fa2fb64fc7_3024x.jpg?v=1692430133,"Rs. 7,798.00",https://kompanero.in/products/fika-the-shoulder-bag?variant=45198948139291
Aimee - The Shoulder Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_062a1e02-b785-49d3-9f71-1cd809abb8fe_3024x.jpg?v=1692617240,"Rs. 5,999.00",https://kompanero.in/products/aimee-the-shoulder-bag?variant=45198906327323
Freddie - The Duffel,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_faae84a0-62c2-4ed6-8201-5dc606320431_3024x.jpg?v=1692365672,"Rs. 10,199.00",https://kompanero.in/products/freddie-the-duffel?variant=46587232354587
Ambrose - The Belt,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/2_5824ab20-e7ac-4e3d-bac8-8e280f6b2ab3_3024x.jpg?v=1693210546,"Rs. 1,539.00",https://kompanero.in/products/ambrose-the-belt?variant=46587232649499
Josephine - The Portfolio Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_85a8f767-6123-4afa-a697-ae00e5775f44_3024x.jpg?v=1692262734,"Rs. 9,898.00",https://kompanero.in/products/josephine-the-portfolio-bag?variant=46469149360411
Olga - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_c1549d9c-5386-482d-9b9c-c73ca21378bd_3024x.jpg?v=1692365772,"Rs. 6,499.00",https://kompanero.in/products/olga-the-handbag?variant=45192140194075
Iris - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_2015b5ab-4f33-42a4-8884-10c8f27b584c_3024x.jpg?v=1692609207,"Rs. 7,999.00",https://kompanero.in/products/iris-the-handbag?variant=45191372898587
Grais - The Coin Case,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_81ef2025-28ac-4495-85c5-4d3612469494_3024x.jpg?v=1692874132,Rs. 699.00,https://kompanero.in/products/grais-the-coin-case?variant=46642783977755
Onda - The Crossbody,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_972fe131-5cb1-4d1a-b66a-d9db9e2ca557_3024x.jpg?v=1692344669,"Rs. 3,598.00",https://kompanero.in/products/onda-the-crossbody?variant=45191001932059
Charles - The Chukka Boot,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/EX-VF0012-BLACK-1-2_3024x.jpg?v=1690285066,"Rs. 5,999.00",https://kompanero.in/products/ayaz-the-chukka-boot?variant=45179249393947
Ternet - The Laptop Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_a6eb6898-e29d-4f01-b135-70476e332e42_3024x.jpg?v=1691739034,"Rs. 7,799.00",https://kompanero.in/products/ternet-the-laptop-bag?variant=45204897956123
Zinnia - The Hobo Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_bff3247d-1976-438b-8b2e-7b0166c82d44_3024x.jpg?v=1691739591,"Rs. 6,999.00",https://kompanero.in/products/zinnia-the-hobo-bag?variant=45204878852379
Zinnia - The Shoulder Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_6751fd00-08b8-46ab-99c1-31b16435b6f0_3024x.jpg?v=1692264676,"Rs. 9,099.00",https://kompanero.in/products/zinnia-the-shoulder-bag?variant=45204874592539
Zinnia - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_b7c072ee-b320-441b-88ad-d701a0cf549d_3024x.jpg?v=1692264767,"Rs. 8,397.00",https://kompanero.in/products/zinnia-the-handbag?variant=45204881998107
Helena - The Medium Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_2dc9d4b6-543f-4e89-8b63-c6ed97d0fe60_3024x.jpg?v=1692624128,"Rs. 7,698.00",https://kompanero.in/products/helena-the-medium-sling-bag?variant=45191275118875
Helena - The Ladies Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_84a60177-30bf-42e6-a62f-c41277d517cd_3024x.jpg?v=1692784229,"Rs. 3,998.00",https://kompanero.in/products/helena-the-ladies-wallet?variant=45191265026331
Helena - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_a2798fda-b875-49f9-8ee3-7aa3ec7fb2ca_3024x.jpg?v=1692784293,"Rs. 4,798.00",https://kompanero.in/products/helena-the-wallet?variant=45191307198747
Erica - The Belt,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/0W8A6861_3024x.jpg?v=1692712269,"Rs. 1,679.00",https://kompanero.in/products/erica-the-belt?variant=45165803012379
Garrison - The Messenger Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_b5c8b7ad-95a7-4465-b446-6e3f06260b7a_3024x.jpg?v=1690607324,"Rs. 8,999.00",https://kompanero.in/products/garrison-the-messenger-bag?variant=45174368305435
Garrison - The Portfolio,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_e4316b49-3129-4682-b19b-305ec6a6610d_3024x.jpg?v=1690607892,"Rs. 17,099.00",https://kompanero.in/products/garrison-the-portfolio?variant=45174382952731
Garrison - The Travel Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_46e551de-f33e-4eec-ae2b-aff4cdaec2dd_3024x.jpg?v=1690607963,"Rs. 12,598.00",https://kompanero.in/products/garrison-the-travel-bag?variant=45174386458907
Elio - The Classic Laptop Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/B-10799-COGNAC_1_3024x.jpg?v=1693827893,"Rs. 10,399.00",https://kompanero.in/products/elio-the-classic-laptop-bag?variant=45161185083675
Elio - The Belt Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_a7d986c7-0820-4fe4-b716-4521e65b99e7_3024x.jpg?v=1691738697,"Rs. 3,998.00",https://kompanero.in/products/elio-the-belt-bag?variant=45161043296539
Elio - The Portfolio,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_125cfb75-9b18-4c36-9afa-97142ef59393_3024x.jpg?v=1692265683,"Rs. 11,997.00",https://kompanero.in/products/elio-the-portfolio?variant=45161402335515
Elio - The Messenger,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/product-5_bb7c5fd7-74d7-458c-948e-73ec3838f7f4_3024x.png?v=1686641618,"Rs. 7,999.00",https://kompanero.in/products/elio-the-messenger?variant=45158148276507
Sonnet - The Shoulder Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_3e16cdfb-0d0a-4325-a4cc-c4b0acda1062_3024x.jpg?v=1692710699,"Rs. 10,497.00",https://kompanero.in/products/sonnet-the-shoulder-bag?variant=45204951826715
Bella - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_9fce1944-4e89-483e-8b91-b07bf3cfaf03_3024x.jpg?v=1692698444,"Rs. 11,199.00",https://kompanero.in/products/bella-the-handbag?variant=45158545490203
Bella - The Medium Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_c0685e0a-8d54-4bc0-9515-c881d4a34929_3024x.jpg?v=1692699088,"Rs. 10,497.00",https://kompanero.in/products/bella-the-medium-handbag?variant=45158578290971
Sicily - The Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_50fc0ec1-c8fe-4882-9a44-0cda2983ca46_3024x.jpg?v=1692620772,"Rs. 9,798.00",https://kompanero.in/products/sicily-the-sling-bag?variant=45204909130011
Sicily - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_932826e7-6d18-4bc9-b67f-0a9336f67e6b_3024x.jpg?v=1692618192,"Rs. 12,597.00",https://kompanero.in/products/sicily-the-handbag?variant=45204907524379
Greta - The Shoulder Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_ef4f7939-2557-49b2-b403-5576d598ad79_3024x.jpg?v=1691828300,"Rs. 8,398.00",https://kompanero.in/products/greta-the-shoulder-bag?variant=45190947242267
Greta - The Hobo Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_026592a9-1c70-4eb1-8152-19f7ffc19448_3024x.jpg?v=1691830288,"Rs. 5,398.00",https://kompanero.in/products/greta-the-hobo-bag?variant=45190927515931
Scarlet - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_25d5d723-2e1d-4b88-abc3-5ccb76b8db1f_3024x.jpg?v=1692702420,"Rs. 11,199.00",https://kompanero.in/products/scarlet-the-handbag?variant=45204865646875
Leo - The Multi Purpose Pouch,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_431992b6-2427-408b-85f0-d5b24d989fbd_3024x.jpg?v=1690612003,"Rs. 4,798.00",https://kompanero.in/products/leo-the-multi-purpose-pouch?variant=45199003943195
Leo - The Backpack,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_aeb21f26-a78c-4433-8c6e-7719f4c35683_3024x.jpg?v=1690612099,"Rs. 11,997.00",https://kompanero.in/products/leo-the-backpack?variant=45198987952411
Leo - The Messenger,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_2375fa3d-7676-4b4e-bdce-f6242617a6e2_3024x.jpg?v=1690611899,"Rs. 8,097.00",https://kompanero.in/products/leo-the-messenger?variant=46587244544283
Leo - The Laptop Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_6579ef5f-2e3f-4a00-b56d-2ee435bd6170_3024x.jpg?v=1690612235,"Rs. 11,198.00",https://kompanero.in/products/leo-the-laptop-bag?variant=45198992507163
Leo - The Duffel Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_52f02de3-753c-4d16-b64b-2739c851618f_3024x.jpg?v=1690612697,"Rs. 15,199.00",https://kompanero.in/products/leo-the-duffel-bag?variant=45198990115099
Leo - The Portfolio,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_f378521f-2a87-4a78-90e6-65298e76d3b7_3024x.jpg?v=1690612805,"Rs. 14,399.00",https://kompanero.in/products/leo-the-portfolio?variant=45199005384987
